mapped_class,length,width,area,perimeter,solidity,convex_hull_area,equivalent_diameter,feret_diameter,aspect_ratio,circularity
Class A,0.5625990491283678,0.4226475279106858,0.4440587185082325,0.5999890636075106,0.7016298750727623,0.5464365889614083,0.666377309418795,0.6495978283448275,0.06684352892218062,0.35583067328567214
Class A,0.41679873217115687,0.5661881977671451,0.44041006602998267,0.5940465211977201,0.696433973044735,0.5459900538900545,0.6636339849871936,0.6485630822946415,0.12808641975308643,0.36000287778634343
Class A,0.4152139461172742,0.5629984051036682,0.4424575622750588,0.5925959032431258,0.7037320832957721,0.5428398407154348,0.6651748358702837,0.6476284768267723,0.1278341078721307,0.3634494218774079
Class A,0.5594294770206023,0.4194577352472089,0.44235837560574714,0.5906460167238875,0.7045587903407808,0.5420813427860118,0.6651002748501516,0.6479702343158952,0.0666980539861896,0.36577106376851376
Class A,0.5578446909667195,0.4226475279106858,0.44662340238614784,0.5920037530917013,0.7069008051313104,0.5454945834684153,0.668298887015494,0.6482331496773308,0.06749029482740532,0.367605673370332
Class A,0.5625990491283678,0.4194577352472089,0.44106186414260207,0.6022350252325872,0.7021372582191394,0.542356604131367,0.6641248859533891,0.6485630822946415,0.06627132750728258,0.3507980240852884
Class A,0.4548335974643423,0.7575757575757576,0.42142290361889645,0.6738872976204092,0.6874342705913624,0.5292908656051774,0.6491709355931583,0.8337494348859462,0.1590792181069959,0.2676906758843914
Class A,0.7527733755942948,0.456140350877193,0.4299246181313231,0.6878659466663178,0.6981878847149514,0.5316519962564457,0.655686371774893,0.8344428214106128,0.05215141612200437,0.26210441959001257
Class A,0.3613312202852615,0.5629984051036682,0.36493609544591493,0.4743546442807981,0.9374146936249977,0.33611857035374143,0.6040994085793454,0.64885642787655,0.14818858159469517,0.46784302256448446
Class A,0.5309033280507132,0.38118022328548645,0.43138407912262305,0.5465359425066008,0.7366822740856351,0.5055816883919232,0.6567983549938468,0.61713931536201,0.06349206349206352,0.41659716090652443
Class A,0.375594294770206,0.2886762360446571,0.357964689545725,0.37460139163541034,0.9548701666855652,0.3236706406249044,0.5983015038805477,0.43814409630423484,0.06862745098039216,0.7358530016310356
Class A,0.37717908082408874,0.5342902711323764,0.4333182191742001,0.543380713583925,0.7389660130245146,0.5062790171334896,0.6582691084763131,0.6165929075142251,0.13392995505966218,0.4233388831888121
Class A,0.5562599049128368,0.29027113237639557,0.42876271714795816,0.572602871397452,0.7073860647785584,0.5233207528703642,0.6547997534727378,0.5761433372092696,0.043692129629629636,0.3772242650660954
Class A,0.26148969889064977,0.5661881977671451,0.5395613115311587,0.581003285148412,0.8420645275425135,0.5532263688135013,0.7345483724923492,0.56022257204812,0.2091700133868809,0.46107680522294286
Class A,0.2884310618066561,0.5645933014354066,0.4257233542097656,0.5650573176109602,0.697083594348159,0.5272906331622635,0.6524747920109755,0.5772820467591461,0.18832220198340419,0.3846202252759487
Class A,0.22820919175911253,0.5582137161084529,0.39252415903873944,0.4649571899435398,0.8696962561808336,0.38967831124106167,0.6265174850223572,0.5525235493701147,0.23729246487867184,0.5237573200338378
Class A,0.5530903328050714,0.29027113237639557,0.42989627908294836,0.5724294338864357,0.7106684000327934,0.5222808766768003,0.6556647612026656,0.5763224879391329,0.043994708994709,0.37845079537161214
Class A,0.22820919175911253,0.5645933014354066,0.4069699889477711,0.5293686966543791,0.7710676796692528,0.45569821569479024,0.6379419949711503,0.5585950745911528,0.2401021711366539,0.41892426963455565
Class A,0.23296354992076068,0.5566188197767145,0.48930909400062345,0.5825257425289464,0.7765260116256845,0.5440448737162117,0.6995063216302077,0.5630925063714729,0.23160660660660665,0.4159514980786919
Class A,0.5467511885895405,0.22966507177033493,0.42708362853175386,0.5366094601622842,0.7181643812768796,0.5134480459502939,0.6535163567438492,0.5545996317012756,0.03342432027403126,0.4278444709198915
Class A,0.21711568938193343,0.5358851674641147,0.427763765692748,0.521793384148499,0.7563795803319762,0.4882830420660505,0.6540365170942277,0.5377735425621201,0.23946591519055294,0.4532068936929758
Class A,0.6085578446909667,0.4992025518341308,0.43962365743758325,0.6127238995512093,0.7032822558708859,0.5397079782971722,0.6630412185057452,0.7486209507779502,0.07380952380952384,0.3377855473527539
Class A,0.4976228209191759,0.6124401913875598,0.440629693654887,0.6170844702145486,0.720029637519247,0.5283610939497556,0.6637994378235696,0.7470026506230152,0.11522633744855972,0.333790656992735
Class A,0.49128367670364503,0.4641148325358852,0.3882733017825261,0.5169545857558087,0.8058226731363035,0.4160116466133679,0.6231158012621139,0.6141938733035011,0.08637013219006791,0.41910456776932775
Class A,0.4896988906497623,0.6746411483253588,0.4129424433927508,0.6419373407459363,0.681356962498831,0.5232657006012931,0.6426059783356757,0.7809325187306263,0.13004778972520908,0.2890639248946294
Class A,0.6719492868462759,0.49760765550239233,0.42957038002663867,0.6710999839525378,0.6939637412443346,0.5344474281414966,0.6554161884075177,0.7844460022231299,0.06575163398692813,0.27513733149202707
Class A,0.49445324881141045,0.6778309409888357,0.42873437809958337,0.6491360225230031,0.6916079040903325,0.5352242768272766,0.6547781136381877,0.7849690539863482,0.1293633889480535,0.29349894080640704
Class A,0.6339144215530904,0.430622009569378,0.42097656360699404,0.5827027897464812,0.7966535723383431,0.4562426214667148,0.648827067566539,0.7567640860544103,0.05957328899972293,0.35764600128475665
Class A,0.8003169572107767,0.4290271132376396,0.4438036670728597,0.7051311822226447,0.6999966476326699,0.5473969452107584,0.6661859102929599,0.8675252688185262,0.04508856682769727,0.25747833688059113
Class A,0.8003169572107767,0.4290271132376396,0.44604953665655905,0.6969934772001896,0.7028870629214486,0.547904649469969,0.6678694008985283,0.8675252688185262,0.04508856682769727,0.26485935352608053
Class A,0.526148969889065,0.5598086124401913,0.4806444299600419,0.6322053384349895,0.7067758469808726,0.5871508003988231,0.6932852442970656,0.7091433511525891,0.09840395951507064,0.346894365600159
Class A,0.526148969889065,0.5326953748006379,0.3687760365006943,0.6516272621093228,0.6188856918650275,0.5144695713875007,0.6072693278115521,0.6771459482569878,0.09320431542653768,0.25052660368429763
Class A,0.526148969889065,0.3668261562998405,0.4064457165528381,0.48566862086878654,0.8718560508198964,0.4024993730158245,0.6375309534076272,0.6272879169247302,0.061394728061394746,0.49706377245046063
Class A,0.5530903328050714,0.5311004784688995,0.44381783659704704,0.6202186566148709,0.7175304965351355,0.5340375945828567,0.6661965450203469,0.7056955743827762,0.08793650793650797,0.3328164239040362
Class A,0.17274167987321712,0.32854864433811803,0.07848499447388556,0.34559114395974116,0.4442751152997794,0.15252536992066357,0.28015173473295785,0.3406914962808933,0.18240740740740743,0.18956190830797306
Class A,0.37083993660855785,0.5326953748006379,0.41383512341655565,0.48983471083598246,0.8871136760574075,0.40276851744239395,0.6433001814212054,0.6312173499231422,0.1359338061465721,0.49752840820045063
Class A,0.5150554675118859,0.606060606060606,0.46326550854422305,0.6308686420589388,0.7102944850584951,0.5631174264899285,0.6806361058188312,0.7438056534899121,0.10977618723017497,0.3357698794623632
Class A,0.38827258320126784,0.4226475279106858,0.3710644146569558,0.41109767909316736,0.9707703143534994,0.33002000232442913,0.6091505681331635,0.5594316482890018,0.1008732309545318,0.633357484459878
Class A,0.5134706814580032,0.606060606060606,0.46468246096296084,0.6284282026900743,0.7097147680055401,0.5653011664964125,0.681676214168399,0.7438056534899121,0.11014245014245017,0.33941778589117877
Class A,0.42630744849445323,0.39074960127591707,0.3718295689630742,0.4274151726764805,0.9511925474844135,0.3375071109180883,0.6097782949261759,0.5663521139548541,0.08353909465020579,0.5871292310355334
Class A,0.4548335974643423,0.5135566188197767,0.40183353642984665,0.5290849484763808,0.7864937946335714,0.4411215982285403,0.6339034125399916,0.6349834173027665,0.1049704218106996,0.4140807254900709
Class A,0.5071315372424723,0.5869218500797447,0.44048091365091957,0.6301030559630538,0.7029804843852469,0.5409925312421627,0.6636873613765142,0.7328661693846832,0.10782277604707514,0.32003212313317686
Class A,0.5499207606973059,0.291866028708134,0.4261484399353869,0.5687538959855881,0.6937316187071103,0.5303674433114551,0.6528004595091726,0.5637878528979982,0.04459344401873139,0.38001591340131274
Class A,0.5134706814580032,0.2934609250398724,0.39742681440757216,0.5857651367208633,0.6739310643103428,0.5091539689627541,0.63041796802405,0.5266613446873717,0.048717948717948725,0.3341179247797279
Class A,0.526148969889065,0.29027113237639557,0.4113696262079519,0.5774329543161332,0.6863762633725398,0.517460744673693,0.6413810304397473,0.5392171085108665,0.046713380046713396,0.3558924218784695
Class A,0.4183835182250396,0.6507177033492823,0.3459347635106413,0.5915552824549306,0.7168570337962827,0.41664780616707753,0.588162191500475,0.7599147514506284,0.14793850454227817,0.2851630053109441
Class A,0.4992076069730586,0.6523125996810207,0.4400062345906424,0.6687103415475122,0.6905116630717574,0.5501679094206666,0.6633296575539513,0.7677810188713592,0.12289029535864983,0.2838392173888973
Class A,0.47385103011093505,0.5023923444976076,0.40982514807152776,0.5246648615793078,0.8533494622862791,0.41464757372416366,0.6401758727658579,0.6784341398972212,0.0980246913580247,0.4294615585578526
Class A,0.5546751188589542,0.5023923444976076,0.4048445603196644,0.6172368649019508,0.7256991186406239,0.4816584190211707,0.6362739664010029,0.6783644713504658,0.08243642502901764,0.30653088884294527
Class A,0.4960380348652932,0.6523125996810207,0.43961657267548954,0.6594899336445106,0.6923325820632406,0.5482349630843951,0.6630358758585312,0.765534102544381,0.12373201226704413,0.29157303933349793
Class A,0.4992076069730586,0.47527910685805425,0.3729773004222518,0.515791327192035,0.8140056282277267,0.3956056055443752,0.610718675350813,0.6762821124009845,0.08711322081575248,0.4044119500214539
Class A,0.5134706814580032,0.6156299840510366,0.46647490577266415,0.6324208575563399,0.7128766470696506,0.5649647359632006,0.6829896820396808,0.7536167525498352,0.11202279202279206,0.33643840533606856
Class A,0.5134706814580032,0.6156299840510366,0.46275540567347745,0.6384352399945921,0.7113591810063167,0.5616554829001535,0.680261277505546,0.756428731320305,0.11202279202279206,0.3274970922941353
Class A,0.5118858954041206,0.6140350877192982,0.4423725451299345,0.631655269893899,0.6908378788046424,0.5528654706051468,0.6651109269362026,0.7545519464836661,0.11208276177411983,0.31982879931609814
Class A,0.543581616481775,0.5135566188197767,0.41963045880919314,0.6239870767050206,0.7398848263025746,0.4896776995491831,0.6477888998811212,0.6713147912573011,0.08637489233419468,0.31088907677597144
Class A,0.6101426307448495,0.5151515151515151,0.4335520163232918,0.6452660057938288,0.7086363425818704,0.5282326386552566,0.6584466693083746,0.7420126037980901,0.07623296872001536,0.3003677407759504
Class A,0.5134706814580032,0.6124401913875598,0.5026992943576954,0.6425084507850936,0.7185316455696202,0.6040457300848416,0.7090129014042661,0.7398101534824535,0.11139601139601142,0.35126933360402324
Class A,0.24564183835182252,0.4354066985645933,0.3406707852750304,0.36523730247044245,0.9543704350587489,0.30819483609716114,0.5836700996924808,0.4747973457129117,0.16963437796771133,0.7366722120177485
Class A,0.25356576862123614,0.4449760765550239,0.3542806132570068,0.37233438887377984,0.9574191077924564,0.31948666817550664,0.5952147622976155,0.48479575856826246,0.16787439613526572,0.7371752372914724
Class A,0.2583201267828843,0.43381180223285487,0.3575962819168532,0.36804565860041505,0.9574883809162478,0.32245337378655625,0.5979935467184017,0.4761183915551676,0.16028681120144536,0.761516373807411
Class A,0.2583201267828843,0.5486443381180223,0.441904950831751,0.4646523987009186,0.8342115821853685,0.4573620176044923,0.6647593179728669,0.5677273985590605,0.2050022583559169,0.5904214810884303
Class A,0.2091917591125198,0.4513556618819777,0.36344121064414653,0.38203302468688877,0.9349700184081506,0.33561698301331655,0.602860855126742,0.4497456125754815,0.2082289055973267,0.7183266949062107
Class A,0.20443740095087162,0.4465709728867624,0.35841811431972115,0.3712096022138218,0.9442660892937136,0.32772004086101747,0.5986803106163766,0.4429745084023906,0.21089743589743593,0.7503107983792847
Class A,0.26148969889064977,0.5486443381180223,0.40970470711593504,0.5698155569463027,0.6915690026309496,0.5114967488576654,0.64008179720715,0.5681938430067731,0.2024207942882642,0.36399213457273916
Class A,0.20760697305863707,0.4465709728867624,0.3613086972539462,0.3654912955441817,0.9466864674215705,0.32951841498400425,0.6010895917032222,0.4432327469505202,0.20756172839506176,0.7802144488390068
Class A,0.2583201267828843,0.5582137161084529,0.41523082154901236,0.588848524711295,0.6837978789186919,0.5242872260384999,0.6443840636988258,0.5668065242653807,0.20872854561878953,0.3454395423839398
Class A,0.44849445324881143,0.23285486443381181,0.37632130813047293,0.3756928110142525,0.9490432203541246,0.3423578275151241,0.6134503306140384,0.4482247888893011,0.04345983307250914,0.7690997847140514
Class A,0.23454833597464342,0.5582137161084529,0.4386176212202794,0.48437911325636007,0.8581924036595509,0.44127452119818206,0.6622821311346694,0.5585483141154878,0.23067362664678107,0.5392683217602381
Class A,0.23613312202852615,0.4529505582137161,0.3794102644033213,0.38468898438214677,0.9382752820800336,0.34912925661086,0.6159628758320759,0.4482247888893011,0.1842592592592593,0.7395698956273766
Class A,0.9746434231378764,0.12121212121212122,0.41752628446736756,0.6924994415095334,0.8588312445351209,0.4197429670726262,0.6461627383773902,0.9722317172405749,0.003472222222222222,0.25115082867294974
Class A,0.9825673534072901,0.11802232854864433,0.3980927820443789,0.6864850594930463,0.8676786238206272,0.3961255436411571,0.630945942252091,0.9798913523192102,0.0030416890320271953,0.24367544812119704
Class A,0.1347068145800317,0.996810207336523,0.450605038682801,0.8115694119657286,0.7264482821637427,0.535548473522917,0.6712712109742239,0.9877610765659888,0.7321274763135229,0.19734873782558188
Class A,0.988906497622821,0.12121212121212122,0.32246294669424996,0.7181302249441416,0.7268908905072186,0.3830169866834678,0.5678582100262795,0.9881223941635163,0.00328888888888889,0.180369481245936
Class A,0.9587955625990492,0.14035087719298248,0.43700229546291836,0.74924275491099,0.7505536492175903,0.502700619643873,0.6610614914385184,0.9581353806582131,0.005699181029214033,0.22455786148521134
Class A,0.988906497622821,0.14354066985645933,0.43553574970952474,0.8347684712042206,0.6927228883079419,0.5428398407154348,0.6599513237425354,0.9851574454615636,0.005570370370370371,0.18029404524492867
Class A,1.0,0.1626794258373206,0.5098974126448833,0.7492514711080249,0.8026475738008408,0.5484857567546075,0.7140710137268446,1.0,0.007340014064697611,0.2620096272401709
Class A,0.9746434231378764,0.1291866028708134,0.46077875704933824,0.7905444744443558,0.8434444300350149,0.4716756075629584,0.6788068628478489,0.9704352145637298,0.004298941798941797,0.21268138685319632
Class A,0.995245641838352,0.1626794258373206,0.4362867344914558,0.8245879975937295,0.704555855567251,0.534643169542638,0.6605200485159067,0.9907973215277747,0.007419183889772127,0.1850919964109232
Class A,0.613312202852615,0.5103668261562998,0.4205089693088106,0.6521896533606024,0.6955818586663541,0.5219566799811599,0.6484666292946851,0.7443839976624435,0.07500477281405118,0.2851787124559395
