weight,length,width,area,perimeter,solidity,convex_hull_area,equivalent_diameter,feret_diameter,aspect_ratio,circularity
675.0,0.2412451361867704,0.7714808043875686,0.5866116513738573,0.5113495275994597,0.5327146145677792,0.5727564193502624,0.6784905471997381,0.6423012723520621,0.6429531289327628,0.5424198919554964
675.0,0.8171206225680934,0.22669104204753202,0.5725860792453143,0.5068376860332378,0.4970369396336314,0.5664917009504894,0.6662432623336537,0.6389306115889292,0.037010357860021395,0.5298868907910633
675.0,0.2412451361867704,0.7714808043875686,0.5835835919107555,0.5032397976168868,0.5240903177716247,0.5715988083416087,0.6758557271583151,0.6423012723520621,0.6429531289327628,0.560264548724349
750.0,0.1634241245136187,0.7294332723948812,0.5005199277924282,0.4155929761781078,0.7567613637799888,0.4530855440488012,0.6014799742659386,0.5722203476272759,0.7852231979803872,0.6706032893180561
750.0,0.772373540856031,0.15539305301645337,0.49589465015098705,0.4128101562143049,0.7549247344037919,0.44922116612285434,0.597211880796697,0.5690991308898262,0.018789202671208108,0.6699560684861293
750.0,0.1634241245136187,0.7294332723948812,0.5017927110282925,0.41600051027998014,0.7637825320164753,0.4531139168676408,0.6026519895334831,0.5721391747348873,0.7852231979803872,0.672006295858674
800.0,0.2276264591439689,0.8884826325411335,0.7642356229566838,0.5529519769518569,0.7665143666230865,0.6878138743084126,0.8250352905925887,0.8160207170476278,0.7664267725784134,0.7254373475994061
800.0,0.9416342412451362,0.2120658135283364,0.7501684566047466,0.550477808714769,0.7424935549950056,0.6803915448999858,0.8139512308536475,0.813278102484838,0.019849644219285784,0.7096722247731159
800.0,0.9416342412451362,0.2157221206581353,0.766173913766856,0.557295012666353,0.772250155622555,0.6883018867924529,0.82655618200404,0.813278102484838,0.020878283487224605,0.7152984239213594
910.0,0.9007782101167316,0.19926873857404023,0.7226330807177499,0.5925167548826134,0.6200576031464262,0.6821960561781812,0.7920146578622967,0.7676927575363001,0.019883291298143577,0.5459708831334039
910.0,0.2101167315175097,0.8482632541133456,0.7266843580763502,0.5940769727066686,0.6255323719470742,0.6847325861824373,0.7952625512952473,0.7704598224682578,0.7736136411144623,0.5480737535779413
910.0,0.9124513618677044,0.2010968921389397,0.7306025339200892,0.6042243750231617,0.6166893918922587,0.6903731025677401,0.7983969827517178,0.7715997423434303,0.01934483141773724,0.5275595443389166
790.0,0.963035019455253,0.32175502742230344,0.7897245630526832,0.6368321027126727,0.3010865517550094,0.8284068662221591,0.844914724474546,0.8453458578895486,0.048244260625184554,0.5310215499082923
790.0,0.4124513618677043,0.9195612431444242,0.8537131163224052,0.7547812895385351,0.1560140656864899,0.939548872180451,0.8937197591820066,0.8646205890697579,0.501636750355509,0.35045003026468835
790.0,0.972762645914397,0.3272394881170019,0.8261195085226565,0.6573945998851354,0.34298179366109105,0.853045822102426,0.8728609618347242,0.8596838839025901,0.04865514036237002,0.5306094106589373
1040.0,0.963035019455253,0.2047531992687386,0.8189569832541657,0.6115310337732605,0.8159605907642384,0.7256121435664633,0.8674008501973217,0.861234858855147,0.01596639491942145,0.6401045383532676
1040.0,0.9571984435797667,0.2047531992687386,0.8078679632972574,0.6049815191267081,0.8080914641194705,0.7175485884522628,0.85890946907417,0.8532665749056537,0.016457323229274734,0.6417198269354659
1040.0,0.21595330739299612,0.9085923217550274,0.8200384330624164,0.6146514654405153,0.8278650785247739,0.7239040998723223,0.868226485874836,0.8636226216513366,0.8112470364080604,0.6331072968802375
940.0,0.2412451361867704,1.0,0.9561680073871341,0.7083293861700537,0.6434347029810668,0.8929153071357638,0.968871069204959,0.9999999999999999,0.8253266726106931,0.5760880753674348
940.0,0.23929961089494162,0.9963436928702012,0.9457278573151762,0.7070078973425551,0.626772034539735,0.8878706199460917,0.961369928681559,0.9943896931557966,0.8270176026977173,0.566198552814326
940.0,0.2412451361867704,0.9981718464351006,0.9559933116488781,0.7079218517364434,0.6353344304281898,0.8950092211661229,0.9687458316554806,0.9971948158906759,0.8238676842612698,0.5768611421851438
805.0,0.9688715953307394,0.20292504570383915,0.8287649011305309,0.6207814490968597,0.6060137036451954,0.7844573698396936,0.8748727619566391,0.860938609306562,0.014978947054080677,0.629159623530806
805.0,0.21400778210116733,0.9177330895795248,0.8442213145438362,0.6294675199453101,0.6071067767366269,0.798609731876862,0.8865758299404564,0.8753229910298118,0.8239799141343023,0.6280002402103365
805.0,0.972762645914397,0.20292504570383915,0.8359191075543428,0.6403600694770137,0.5828477967074965,0.7970549014044546,0.8803005449359559,0.8734816710038739,0.01465969154923076,0.5873225706121304
1000.0,0.8929961089494165,0.2157221206581353,0.6938665158182831,0.5758777609416179,0.39581088049628743,0.7072322315222017,0.7687442423966578,0.7638939279963196,0.02545485650135923,0.5452901927658086
1000.0,0.22957198443579768,0.8427787934186473,0.7001971566188887,0.5748938872178853,0.4057942676996751,0.7110285146829337,0.7738971575436054,0.767152894996752,0.7243646788305909,0.5579934501064941
1000.0,0.8929961089494165,0.21389396709323585,0.6742506800655526,0.5713659207023478,0.36072816548146003,0.6963484182153497,0.7526605545277215,0.7615937503756011,0.024916322195357346,0.5260684238130803
1050.0,0.933852140077821,0.23948811700182818,0.8554267983262485,0.6657889874030791,0.3859149051814197,0.8697801106539935,0.8950061106319632,0.8303094854123773,0.028317283410434407,0.5496631441631871
1050.0,0.9280155642023347,0.23583180987202926,0.833007511916745,0.6522824239251677,0.3522813334339432,0.8572449992906794,0.8780938348461128,0.8214561954768419,0.027847361369006896,0.5527864676601618
1050.0,0.2529182879377432,0.8811700182815356,0.8595113510635644,0.6549253990091954,0.3801116814456078,0.8755284437508866,0.8980679139620519,0.8325527878472093,0.7065274628516992,0.582573189857389
855.0,0.1556420233463035,0.663619744058501,0.43733830245655486,0.39288192425672147,0.4124577497048554,0.4508043694141013,0.5418965203728138,0.48870042077549114,0.7401678263206617,0.6051457494904134
855.0,0.7042801556420233,0.1480804387568556,0.43564125814206917,0.39240446759055986,0.40972756903435004,0.4496070364590722,0.5402562331642208,0.4892104355352985,0.023824363233878904,0.602817539092631
855.0,0.15369649805447472,0.663619744058501,0.4354000116463826,0.3916593203753494,0.42250404932437924,0.44716697403887073,0.5400228770843495,0.48870042077549114,0.7455750842918779,0.6047736756370526
985.0,0.2412451361867704,0.8866544789762341,0.8766065768786031,0.7204325408702346,0.5949947640342774,0.8320442615973898,0.9108189300378938,0.8349259264763501,0.7348693949464397,0.44939274284278163
985.0,0.9396887159533074,0.22669104204753202,0.8555848563751467,0.6811064920189693,0.5528549058293306,0.8234472974890056,0.89512470202093,0.8322536965378525,0.024144908189462785,0.5126709942383517
985.0,0.2412451361867704,0.8848263254113347,0.8700097330482743,0.6947818612656724,0.5871665963264459,0.8279358774294225,0.905910558345811,0.8335652584742484,0.7334104065970163,0.49916808623682696
1045.0,0.9980544747081712,0.23948811700182818,0.9001655450091091,0.6988861679836118,0.5132456733466837,0.876765498652291,0.9282262084675633,0.9067813276146314,0.022414208958240964,0.5280447142733588
1045.0,0.25486381322957197,0.9414990859232175,0.9258874127561165,0.6997012390071289,0.5634175746526768,0.8870307845084409,0.9470198817213015,0.910613445309966,0.7491574187821727,0.5588153261036685
1045.0,0.9902723735408561,0.23583180987202926,0.9444134798559176,0.6898335223863963,0.7273480827748067,0.8594580791601645,0.9604231415070993,0.8959059481279238,0.022109640820875992,0.6069662528291312
945.0,0.1964980544747082,0.8464351005484461,0.7497525143708041,0.5643099869248622,0.6656403459151994,0.6970180167399631,0.8136222479412413,0.7678001830595794,0.8063513906095213,0.667447963530582
945.0,0.9007782101167316,0.18647166361974407,0.7544027485462819,0.5630873843704418,0.6858021246533088,0.6967456376791034,0.817296182976594,0.7697665646965618,0.01614173612915487,0.6786124733390996
945.0,0.8988326848249029,0.1846435100548446,0.7496027751665848,0.5621035093197575,0.6804058238294943,0.6935622074053057,0.8135037964369299,0.7673835393198737,0.015779391835100853,0.6737185058952603
805.0,0.19844357976653698,0.8738574040219378,0.8033009175685681,0.5319240205821099,0.9877260108517727,0.6753809050929209,0.8553986783237547,0.8019467229375944,0.825930391927696,0.8598734255040564
805.0,0.19844357976653698,0.8738574040219378,0.8033425117919624,0.5526263625514134,0.9734204980992414,0.6783316782522344,0.8554306887937161,0.802246513297033,0.825930391927696,0.7913131428097254
805.0,0.9260700389105059,0.18829981718464353,0.8091490653778004,0.533722966241639,1.0000000000000004,0.6778436657681941,0.8598928501184916,0.7997439271122507,0.014469935931123931,0.8638083079805309
580.0,0.7140077821011672,0.21389396709323585,0.3725428212529844,0.3715862772549911,0.5390392867699907,0.36802950773159315,0.47762958349612294,0.4840557529806634,0.046133837814055334,0.5218343220626455
580.0,0.22373540856031127,0.6727605118829982,0.3598981773411309,0.374607824888399,0.5035499162408064,0.36110086537097463,0.46466998433224627,0.48392371239323817,0.5949937632434263,0.48140828911668077
580.0,0.22373540856031127,0.6727605118829982,0.3668194561139349,0.37413036871984434,0.5224366944947447,0.3649879415519932,0.4717816126807267,0.4840557529806634,0.5949937632434263,0.4996911094767721
660.0,0.23346303501945526,0.8537477148080439,0.6918367177166436,0.6199833438985818,0.27992440648747685,0.7345439069371542,0.7670881935683437,0.7966408721339638,0.7249604324066056,0.43113632686047787
660.0,0.23346303501945526,0.8555758683729434,0.6924606310675574,0.6491330286320582,0.2778493446986241,0.7357242162008796,0.7675974256524333,0.7966408721339638,0.7264498163466419,0.36570398054615516
660.0,0.906614785992218,0.21937842778793418,0.6876939330665757,0.6020348614187374,0.27453378701476794,0.7317179741807348,0.7637023588552169,0.7960056250917297,0.025193597293428946,0.4683877290677686
665.0,0.18093385214007784,0.7440585009140768,0.5092879900839371,0.4482296669129318,0.5468690606298536,0.49659242445736984,0.609532369292937,0.6176088070601765,0.7520942998232693,0.5822296272196293
665.0,0.7879377431906616,0.170018281535649,0.4965185635019009,0.43808226310361803,0.5127776575089782,0.49053766491700945,0.5977884400573378,0.6127369865894562,0.021989947098592463,0.5877016079455072
665.0,0.178988326848249,0.7440585009140768,0.5050536981424019,0.44259410558211926,0.5374438113429543,0.4942601787487587,0.6056499512873014,0.6160294750222589,0.7571456560864172,0.591218530388954
795.0,0.3229571984435798,0.8884826325411335,0.8070111222953356,0.6711328618372021,0.056442061371003494,0.9226670449709178,0.8582514039506562,0.8463327964734625,0.5929184108319471,0.4718739368410022
795.0,0.9396887159533074,0.30347349177330896,0.8063040204976333,0.6760522392469204,0.06564806569010795,0.9188026670449709,0.8577081293779086,0.843030643331823,0.04578525430199214,0.4595446473185901
795.0,0.3229571984435798,0.8994515539305301,0.7937342461878893,0.7012664217042974,0.0,0.9272861398779968,0.8480185387099336,0.8640539176433596,0.6001275297349805,0.38746496428221333
695.0,0.22373540856031127,0.8756855575868374,0.6580954836992239,0.6169448323474278,0.2857262852241629,0.6986295928500497,0.7392781824100095,0.8059826431700318,0.7647357446875784,0.3887471244317823
695.0,0.2509727626459144,0.8903107861060329,0.7037326656074003,0.6181963988594403,0.29483002419764404,0.7427606752730884,0.7767670418081,0.8281260082366791,0.7175357423174686,0.45282224612056654
695.0,0.9357976653696498,0.2157221206581353,0.6819622490828474,0.597535016657917,0.33393490528577363,0.7107107391119307,0.759004869993363,0.8150426696015788,0.021405623871421087,0.4708533354945269
690.0,0.2879377431906615,0.8372943327239488,0.7089735377550765,0.6077982700775135,0.15807412541784283,0.7856887501773301,0.7810109015199053,0.7660175104566805,0.6112798182198248,0.48605980582135555
690.0,0.2898832684824903,0.8391224862888483,0.7004799973379696,0.6093584835060408,0.1265812215087001,0.7857114484324017,0.7741269557069962,0.768240286536387,0.6094624144683957,0.4695181250023047
690.0,0.2879377431906615,0.8372943327239488,0.7023267808566747,0.6314811989172311,0.13207349421338854,0.7860973187686197,0.7756265151142486,0.7671293044020625,0.6112798182198248,0.4193846626837042
700.0,0.1945525291828794,0.7806215722120659,0.5074079311865167,0.4563803569950225,0.43829126816630337,0.5148020995885941,0.6078099819688717,0.6516530230412138,0.751630795984002,0.5532799933232401
700.0,0.1945525291828794,0.7824497257769653,0.5092297581711851,0.4567878912627638,0.43965264821882055,0.5163228826783941,0.609479055349314,0.6546394940868127,0.7532933641031124,0.5557136686735272
700.0,0.1945525291828794,0.7824497257769653,0.5138134415892321,0.45278246832986807,0.45873709826104303,0.5171683926798127,0.6136689408906008,0.6546394940868127,0.7532933641031124,0.5772932039376008
580.0,0.17509727626459143,0.7915904936014626,0.5767954146528129,0.5006957057373611,0.6120930480478668,0.5480323450134771,0.6699305090948383,0.6685700914067932,0.8133305461821004,0.5552086338146763
580.0,0.17509727626459143,0.7915904936014626,0.583883070319194,0.49191075002571866,0.6350066026009502,0.5502794722655696,0.6761165406779145,0.6685700914067932,0.8133305461821004,0.5943464038790899
580.0,0.17704280155642022,0.7952468007312614,0.5849728389721236,0.4966902829703344,0.6174112636416016,0.5546375372393247,0.6770651912322022,0.6736061320706633,0.8113812502278605,0.5820772170877301
560.0,0.7937743190661479,0.20658135283363802,0.5046294370637805,0.46892000975466813,0.26716525730455176,0.5460065257483331,0.605260303883084,0.6132094937918519,0.033290530653686506,0.5104746307936711
560.0,0.2178988326848249,0.7477148080438757,0.5089968305201773,0.46803501931837227,0.2734094153985507,0.549178606894595,0.6092657776493001,0.612798246735398,0.669658959154818,0.5216451422902509
560.0,0.2178988326848249,0.7477148080438757,0.5124741075959371,0.46942642988081523,0.280218677808608,0.5513122428713293,0.6124460699669804,0.6132094937918519,0.669658959154818,0.5243930415025319
675.0,0.1867704280155642,0.8647166361974407,0.6668801836800904,0.5566777144377957,0.5067942510684111,0.654941126400908,0.7465706004154015,0.7957355019478528,0.849643145101084,0.5537622391984974
675.0,0.9143968871595332,0.1736745886654479,0.6375396184977831,0.5464314266775694,0.46696255517266394,0.6355227691871187,0.7220667403788518,0.7901475443468354,0.011254243399184363,0.5330588084004909
675.0,0.1867704280155642,0.8647166361974407,0.6648171101997356,0.5552863049535011,0.5072373729690782,0.6528642360618527,0.7448613237703051,0.7961496715266093,0.849643145101084,0.55418559961847
505.0,0.13618677042801558,0.740402193784278,0.44362734903376616,0.44800293679513864,0.5639114522799837,0.43155624911334944,0.5479562364072111,0.5945437842697515,0.8822477673698895,0.44811535247535683
505.0,0.13618677042801558,0.740402193784278,0.44968346795996966,0.4470889820695125,0.5909832345664356,0.4329011207263441,0.5537635504099981,0.5945437842697515,0.8822477673698895,0.46317400515108786
