feature,importance
convex_hull_area,0.4424459608473323
area,0.23286791260406364
equivalent_diameter,0.225656864778498
solidity,0.031127265959564637
feret_diameter,0.02665739349537811
width,0.010943076502647331
perimeter,0.010657633900706585
aspect_ratio,0.007739194140717727
circularity,0.006348487523383572
length,0.005556210247707898
